Feedback,professor
2. 학생들 의견 적극 반영해주심.,서강휘
"3. 과제는 에세이 하나, 중간 대체 독후감이 있음. 분량 많지 않음. 각 2장",서강휘
3장. 수업 내용이랑 관련도 없음. 그냥 자유롭게 주제에 관련해서 서술하면 됨. 보아하니 기간보다 늦어도 감점을 안하시는듯. 마지막 문장은 참고만하셈. ,서강휘
4. 기말 시험은 교수님이 나온다 한 것에만 나옴. 찝어주는 내용이 많지도 않음. 문제도 매우 쉬움.,서강휘
5. 결론적으로 평소 부담없는 개꿀과목임. 걍 들으셈. 100번 들으셈.,서강휘
목사 아니고 신부님입니다. 좋은 수업이었지만 과제가 부담스러울 수 있습니다.,서강휘
"목사이신 분이  성균논어를 가르치십니다! 교수님은 정말 친절하고 좋았고, 시험도 한번밖에 보지않아 부담스럽진 않았습니다. 수업시간 종종 동영상을 많이 보여주셔서 좋았습니다...",서강휘
시험도 시험일 일주 전에 하시는 요약본 공부하면 다 쓸 수 있습니다. 중간 때 몰아보는 시험의 부담 줄이고싶다면 강추!,서강휘
이 정보를 확인하기 위해 포인트를 사용하시겠습니,서강휘
이 정보를 확인하기 위해 포인트를 사용하시겠습니까. ,서강휘
이 정보를 확인하기 위해 포인트를 사용하시겠습니까. 포인트를 사용하시겠습,서강휘
시험이나 출결같은건 아래분들이 설명을 잘 해주셨군요,임종수
일단 수업에 대한 부담은 거의 없어요 카톡으로 이러이런 일이 있어서 못간다 하면 친절하게 받아주시고,임종수
교수님 인성도 너무 좋아요 종강할때쯤 인간미를 보고 반했답니다,임종수
다만 딴짓하기 너무 좋아서 생각보다 배워갈게 없을수도있어요,임종수
시험도 교안 좀 보고 생각하면 되는거고 과제도 나쁘지않아서,임종수
뭐 전체적으론 낫밷한 수업!,임종수
이냥저냥 하다가는 꿀이고 뭐고 뒷통수 맞고  학기가 끝납니다,임종수
꿀빨수있지만 에이 이상은 받기 힘들다고 생각됩니다.,임종수
"과제도 거의 없는 수준이고, 교수님께서 학생들 얼굴을 외워서 출석을 불러주십니다.",임종수
시험공부에 대한 부담도 매우 적고요. 편하게 들을 수 있습니다.,임종수
17년 여름계절로 수강했습니다,임종수
우선 교수님이 학생들 배려도 많이 하시고 좋으신 분입니다.,임종수
다만 3점을 준 이유는 채점 방식이 모호하고 성적 늦게 올려주셔서 이의제기도  못합니다,임종수
과제는 자서전 쓰기 하나 있었고 중간안보고 기말만 봅니다,임종수
시험 단답형 주관식 5문제랑 서술형 두세문제정도 나왔는데,임종수
주관식 하나 못쓰고 서술형 꽉채워서 썼는데 씨쁠나왔습니다.. 다들 열심히 하시는듯,임종수
암기보다  논술형 좋아하시면 들으세요!,임종수
교수님은 착하신분입니다. 출석체크하는데 결석해도 자기 사정만 카톡으로 교수님께 말씀드리면 출결점수 안깎는것 같더라고요.  재미있게 수업을 들었지만 다른 분들이 말씀하신 것 처럼 수업이 산으로 가서 진도가 안나가 답답할 때가 좀 있었습니다. 그래도 많은 것을 배운 수업이었습니다.,임종수
교수님이 정말 최고이십니다. 무엇보다 학생들에 대한 존중과 사랑이 넘치십니다. 다만 손에 잡히지 않는 내용을 싫어하시는 분들은 잘 안 맞으실수도 있습니다. 그것 빼면 어떤 면에서든 최고입니다. 다 끝나고나면 수업 내용 뿐만 아니라 교수님이라는 사람이 남는 수업입니다. 그리고 팀플과 발표가 없는 점도 짱,임종수
엄청착하심 과제기한 거의 한학기 주셔서 부담없음 지각해도 나중에 출석확인할 수 있음 시험은 좀 막막했는데 그냥 내생각잘쓰고 나오면 되는것같음 그냥 부담없이 논어 수업 듣고싶으면 추천함 수업시간에 하나도 안들어도 뭐라안하심 출튀도 좀 있던데 그리고 공시기간에 안올려주셨다고 하신분들 많은데  이번엔  부친상때문이라고들음 학점기준은 잘 모르겠음,임종수
17년 여름 수강자입니다. 교수님이 일단 성격 엄청 좋으시고 학생들 생각을 굉장히 많이 해주시는 것 같습니다. 학생들 이름도 다 외우시고 말씀하시는 거도 굉장히 감수성이 풍부하신게 느껴져서... 다만 아랫분 평가는 백퍼 공감입니다. 반영비율 같은거 없고 수업 산으로 가고 ,임종수
저는 그래서 막판엔 거의 안들었습니다,임종수
 성적 공시 기간도 안지켜주시고 근데 저는 좀 기억에 남는 수업을 원했던 게 아니라 그냥 졸업요건 채우고 학점 따려고 들었던거라 수업 널널하시고 특별한 터치 없으셨던게 좋았어요 걍 수업시간에 폰질해도 된다고 대놓고 말씀하실정도,임종수
 물론 뒤로는 태도 점수 어떻게 매기셨을지 모르겠지만 저는 에이쁠 받았구요 과제는 분량을 굉장히 넉넉하게 냈습니다 분량 제한도 없다시피하고 시간 기한이 의미 없으리만치 주시기 때문에 생각을 많이 했다는 게 드러나는 글을 좋아하십니다.  시험은 엄청 종잡을수가 없어요 그냥 막 예란 무엇인가 학문이란 무엇인가 이런식인데 전 그냥 논어 구절 외운거 다 때려박고 해설해서 논술 쓰듯이 썼습니다. 교수님이 ,임종수
공부하는 게 드러나면 좋겠다. 그런데 외울 필요는 없다.,임종수
 라고 말씀하시는데 안외우면 공부하는게 안드러나니깐 책이든 교안이든 외우세요 엄청 남는 수업은 아니고 그냥 암기 잘하고 글빨 잘 털면 수업 안들어도 되는 꿀강입니다 근데 학기중에 듣고 싶진 않네요 계절한정꿀강...,임종수
17년 여름 수강자임. 다들 5점 날리는데 나는 1점 준다.,임종수
"일단 실라버스가 없다. 시험 한 번 보고, 뭐 자서전쓰기, 기말 하나 있는데, 그것도 중간에 교수님이 그냥 정한거고, 정확히 반영 비율 이딴거 말 안 해준다. 출석은 한명씩 호명하고, 지각해도 깎이고 그런거 없어서 그건 뭐 좋다고 생각하면 좋을 수도.",임종수
수업은 좋게 나가다가 산으로 종종 감. 자기가 가르치는 다른 중고등학생 안타까운 사연으로 넘어감. 개인적으로 별로.,임종수
"학점을 매기는 기준에 관해, 4학년이면 재수강할 수 없다는 걸 이야기하면서 한상 학점 줄 때 마음이 아프다고 처연한 표정 지으면서 말씀하시는데 그럴때마다 어이가 없음. 그냥 주시라구요. 기준대로.",임종수
가장 빡친거. 왜 성적공시 기간에 성적을 안 올려 주냐고.,임종수
시험은 기말고사만 치는데 문제는 10문제 중 3,임종수
5문제 서술하면 됐구요. 논어의 개념이나 조금 응용해서 서술하는 문제들로 구성돼요. 수업을 잘 듣고 조금만 공부하시면 잘 쓰실 수 있다고 생각해요. 교수님이 학생들을 상당히 배려를 많이 해주세요. 과제는 3개였는데 자서전 쓰기와 마음에 와 닿은 논어 3,임종수
5 구절과 이유쓰기와 사회적 문제 쓰기 이렇게 3개 있어요. 사회적 문제 쓰기의 경우 중간고사 때 초고를 써서 그렇게 시간이 많이 들지는 않았어요. 과제 제출 기간이 길어서  여유있게 하실 수 있으실 거에요. 열심히만 한다면 충분히 학점 잘 받으실 수 있으실 거에요.,임종수
"에타나 배남주 어디에서도 대체 시험이 어떻게 나오는지 아무도 안알려줘서 짜증이 났었는데요. 다음 학기에 들으시는 분들은 저같은 번거로움 겪지 않으셨으면 좋겠습니다. 이전까지는 어떻게 내셨는지 몰라도, 이번에는 중간고사를 레포트로 대체하였고 기말고사는 약 10개남짓 되는 문제를 주시고 그중 최소 3개, 최대 5개를 선택하여 답안작성하게 하셨습니다. 문제 중 30",임종수
40퍼센트 정도는 논어 구절이나 개념을 숙지해서 써야하는 문제였구요.,임종수
사단과 사덕의 종류와 의미를 서술하시오 같은거요,임종수
 나머지는 현대 사회에 가장 큰 문제가 무엇이라 생각하는지 쓰고 그것을 논어의 어떤 개념,임종수
정신? 태도?같은거요,임종수
으로 해결할 수 있는지 쓰시오. 또는 유학에 따르면 인간은 평등한가?  이런 식으로 거의 논술하듯이 쓰라고 하는 문제들이 좀 더 많았던 것 같아요. ,임종수
"과제는 자잘하게 자서전쓰기,  현대사회 문제에 대해 논어구절과 연관지어 쓰기, 우리들의 세상 논어로 보다 읽고 독후감 등 자잘하게 있지만 워낙 기한이 무의미하리만치 관용을 베풀어주시기에 큰 부담 없으실 것입니다. 교수님께서는 학생들에 관심이 매우 많으시고 정말 인간적이고 다정하신 분입니다. 만약 이런 출제스타일이 지속된다고 가정했을 때, 제가 생각하기에 수업시간에 들은 내용들 기본적으로 숙지하시고, 중요한 개념 익혀서 좀 실천적인 부분들에 응용만 할줄 알면 어렵지 않을 것이라 생각합니다.",임종수
교수님이 생불이십니다. . .1교시라 힘들었는데 출석도 부르기만 하시는것 같더라구요. . 과제도 간단한 자서전 쓰기  하나였습니다.  근데 시험은 어떻게 평가를 하시는지 잘 모르겠습니다.  약술형 몇개에 논술형을 섞어내시는데 1교시라 많이 졸아서  약술형을 많이 놓쳐서 씨뿌리길 기대했는데 예상외로 비플을 주시더라구요,임종수
정말 좋으신 교수님 입니다 . 팀플과 발표 싫어하시는 분들 정말 추천합니다!! 수업도 부담없이 이야기 듣는 방식의 수업이구 과제도 많지 않습니다. 학생의 편의를 싱각해주시구 학점도 매우 잘주십니다. 교수님이 학생의 이름도 다 외워주시는데 시험을 잘보는게 중요한 것 같습니다. 출결은 부르시긴 하지만 반영하시지 않는 것 같습니다. 매우 추천합니다.,임종수
"교수님 인간미 넘치심 ㅠㅠ 학생들한테 애정도 많으신 듯! 과제는 자서전 쓰기, 논어 구절 중 가슴에 와닿은 구절 3",임종수
"5개에 대해 왜 그렇게 느꼈는지 쓰는 거 있었어요! 시험은 기말만 봤는데 서술형이에요! 기본적인 개념만 알아두면 충분히 쓸 수 있는데, 그래도 깊이 있게 쓰려면 평소에 수업 들어두는 게 도움돼요",임종수
 그리고 기말고사에 포함되는 한 문제는 교수님이 미리 알려주셔서 시험 전에 작성해서 이메일로 제출하도록 하셨어요! 그 문제는 시험이지만 과제 같은 느낌!,임종수
교수님이 수업에 열정적이시고 수업을 열심히 듣는 학생을 선호하심. 학점도 교수님이 주실수있는 선에선 최대한 채워줌. 기말과제를 내주셨는데 제출자가 한명이었는데 교수님이 학생들 부담된다고 없애주심.  혼자 제출해서 에이플 받음. 수업시간에 열심히 들었다면 에이 이상은 가볍게 받음. 수업시간에 안자고 열심히 수강하는 사람이라면 학점 잘나올 과목,임종수
교수님이 수강생전원 얼굴과 이름을 외울정도로 열정적이십니다 책도필요하고 직접제작한 프린트물로 수업하시고 과제는 글쓰기 과제를 주로 내주십니다 중간시험은 보지않았었고 기말만 쳤습니다 주제를 주시면 그에 맞게 글을 써내는 것입니다 외울 것도 없고 준비도 하진 않았구요 A는 어려워도 부담은 크게 안되서 좋았습니다,임종수
좋아요! 좋은데... A따기는 힘들듯... 근데 정말 좋음... 그냥 비쁠까지만 노린다면 핵추천,임종수
채점방식이 미지의 세계라는 것이 단점!,임종수
"첫 시간에 출결 반영 안한다고 하셨고, 부르기는 하나 그냥 확인하는 것 같음. 맨 처음 과제가 자서전 쓰는 거였고, 두 번째 과제는 교재 읽고 요약?해오기. 중간고사는 주제를 주고 종강 전까지 제출하는 과제로 대체. 기말고사는 현장에서 써서 제출하는 시험이었음. 수업은 매주 강의 자료 올려주시고 두시간 수업 하시는데 듣기 편안함. 공자왈 맹자왈 이런 딱딱한 수업 예상했는데 좋은 경험이었다고 생각함. 성적에 대한 기준은 모르겠음. 평가할만한 게 과제 두 번이랑 시험 두 번 뿐인데. 다 에세이 작성하는 작문이라.. 읽어보고 평가하시는 듯. 다 잘 썼는지 성적 잘 받았음.",임종수
학점어떻게주는지를모르겠어요,임종수
근데 정말 좋으신 분입니다,임종수
너무 착하십니다,임종수
다른 논어와 다르게 조별도 발표도 없고 너무 좋습니다,임종수
근데 학점은 낮게주시네요 하하,임종수
학생들 참여율이 저조해서 듣는 내가 마음이 아팠다는ㅠㅠ 논술 자신있으면 들으세요,이선경
토론할 수 있는 분위기를 만들어주시려고 하지만 ㅎㅎ,이선경
 다들 참여율이 저조했어요,이선경
"열려있었고 아시는 것도 많으시고 열정도 많으십니다. 강의평가도 열심히 보셔서 학생들이 원하는 수업을 만들어주세요. 하지만, 논어에 대한 과도한 예찬이 ",이선경
저는 조금 불편했네요ㅠ 엄마같으셔서 사적으로 만나면 존경할 수 있을 것 같은 분이지만 논어에 대해 관점을 공유하고 지식을 배우고 싶다는 생각이 들지는 않았어요,이선경
논어 시험에서 주관식은 대부분 만점을 받기에 객관식에서 갈리는 듯 합니다. 그래서 교수님께서,이선경
객관식 문제를 조금 까다롭게 내십니다. 단순암기도 있지만 뭔가 책을 잘 이해했는지를 묻는 객관식 문제도 있었습니다. 특히 답이 2개 인게 있어서 많이 틀립니다. 과제는 에세이 쓰는건데 대부분 자기 경험,이선경
논어에서의 교훈 으로 씁니다. 글을 정말 잘쓰시는게 아니라면 아마 시험에서 객관식으로 갈릴듯 합니다. 교수님 수업 자체는 정말 좋습니다. 매우 열정적으로 가르쳐 주시고요. 다만 수업시간에 학생들이 대답을 잘 안합니다. 물론 저도...,이선경
꽉채워주시진 않는데 교슈님은 좋아요,이선경
과제 약간 있음ㅇㅇ,이선경
교수님이 수업내외적으로 이야기들려주듯 하는 것이 있는데. 시험은 딱 알려주신대로 논어 구절 외우는 것들 위주입니다. 교수님 질문에 답하는 학생들 별로 없고 수업분위기 조용합니다. 시험도 괜찮게 봤다고 생각했고 수업 발표도 몇번했었는데 비플이네유ㅠ 시험 잘보는 분들이 매우 많은가봐요! 교수님스타일 좋아해서 열심히 들었다고 생각했는데 학점 약간 아쉬워요..,이선경
중간기말 잘봐도 다른 분들도 잘보셔서 학점받기 매우 힘들어요 학기 중 부담은 없었습니다,이선경
논어를 정말 교양강좌답게 들을 수 있어요!!!!!!! 교수님 말씀하시는 내용이 일단 저는 굉장히 좋았어요,이선경
 논어가 딱딱하지않게 느껴졌구요 평소에 수업 잘 들으신다면 시험 전날 필기했던것만 두어번 읽으면 시험보는데 무리 없어요! 그리고 중간이랑 기말 모두 시험문제 알려주십니다....갓갓! 시험문제는 논술형위주인데 수업시간에 교수님이 하신 말씀 위주에 자기 생각 좀 섞으면 되는데 정말 수업시간 중에 강조하셨던걸로 내시는듯 했어요ㅎㅎ 아무튼 논어 필수여서 짜증났었는데 정말 행복하게 한 학기 수업 들었습니당! 논어는.. 좋은 것이었어요!,이선경
엄마같으시고 발표 자주 하면 학생들 이름도 외우시고 잘 챙겨주시는 교수님!!시험문제를 다 알려주셔서 준비만 잘 해가면 됩니다. 학생들과 소통하려 하시고 논어도 어렵지않게 받아들이도록 친절하게 가르쳐주세요. 논어들으시려면 이선경교수님 추천합니다,이선경
팀플 없어서 좋았고 시험은 문제를 알려주셔서 점수편차가 안클거같음. 다음학기에는 팀플 생길것 같은 느낌의 발언을 하심,이선경
교수님은 매우 사람 좋으심 시험문제도 다 알려주심 하지만 수업시간이 매우 지루함 애초에 논어가 재미없음...,이선경
"교수님 좋으시다!! 내가 들은 학기가 교수님이 처음 논어를 수업하신 학기라그런지 수강인원이 20명 정도밖에 없어서 불안했지만 다행히 괜찮았다. 과제는 글쓰는거 한 번 하는거랑 팀짜서 인의예지 중에 하나 발표하는거 , 수업 주제에 대해서",이선경
인의예지,이선경
 아이캠퍼스에 수강생들과 논의할만한 질문? 올리기 ,이선경
시험은 수업했던 프린트에서 몇개 나오고 나머지는 교수님이 미리 알려주신 문제,이선경
서술형,이선경
 생각해가서 작성하면 된다!,이선경
"2016 여름 계절로 율전에서 수업 들었습니다. 인의예지 등에 대해서 배우고 이를 바탕으로 한. 시험 주제는 수업 전반부에  미리 알려주십니다. 시험은 주어진 문제 하나에 대해 서술하는 방식으로 이루어지며 중간 때는 이메일로 교수님께 제출했고 기말 때는 직접 강의실에서 서술하였습니다. 교수님께서 답안의 분량은 중요치 않다고 하시며 중요한 건 문제의 본질을 뚫는 것이라고 강조하십니다. 수업 내내 본질이 무엇인지, 학생들에게 진정한 깨달음을 주려고 노력하셨습니다. 본질을 꿰둟고 깨달음을 얻은 경우에는 시험이 어렵지 않고, 학점도 잘 받아갈 수 있지만 그렇지 못한 경우에는 대체 교수님께서 원하시는 답안이 무엇인지 알기 어려울 수 있습니다. 저는 중간 때는 대체 그래서 어떻게 답안을 써야하는지 감이 안와서 열심히는 썼지만 좋은 답은 아니라고 생각했는데 기말 때는 솔직하게 제 마음속 이야기를 풀어내었고 나름대로 본질을 파악했다고 생각했습니다. 저는 학점을 잘 받았고 다른 분들을 봐도 나쁘지는 않게 학점을 받을 수 있는 것 같습니다. 학생들의 이야기에 귀기울여 주시는 좋은 교수님입니다.",정연수
교수님이 너무좋으시다 매주과제가잇긴하지만 중간고사 기말고사도 인터넷으로친다는점!,전헌
수업들을때는 좋았어요. 꽤 널널합니다. 근데 이 수업 성실성,유은주
성적이 아닙니다.,유은주
좋게말하면 수업잘안듣고 공부안해도 잘나온다는거고 나쁘게말하면 열심히 했는데도 학점 안나올 수 있습니다.,유은주
교수님이 시험볼때 수업내용이랑 다르게써도 좋은점수준다고 했었고 그냥 논술 싸움이예요 근데 채점기준도 안알려줌ㅎ 본인마음대로ㅎ ,유은주
중간고사 점수 안알려주셨고요 피드백 없었어요,유은주
학점이 생각하지 못했던 학점이 나와서 정말 제가 어떤점에서 부족했는지 알고싶어  이의신청했는데 정정기간내에 개인적으로 알려주신다하고 점수만 한단계 올려주셨네요. 채점기준이나 학점기준 그다지 체계적이지 않다고 느꼈습니다. 열심히 해서 좋은성적받겠다! 이러신분들은  별로 추천드리지 않아요.,유은주
"교수님은 참 젊고 열린 생각을 가지신 분이고, 조별 토론을 매주 하는 것도 참 좋고, 시험 문제도 논어 공부보다는 평소의 본인 생각을 잘 쓰는거라 다 좋은데, 학기가 끝날때까지 중간고사고 발표고 아무 점수도 안나와서 약간 스트레스.... 쁠도 다 채워주시지는 않음. 논어 중에서는 그래도 제일 좋을 것 같음!",유은주
"가정일 때문에 한번 결석했는데 한 주전에 말씀드렸더니 출석인정해주실 정도로 학생 생각많이 해주십니다. 논술형에 강하신 분들 추천드립니다. 중간,기말 서술형 문제 한문제씩이고 과제는 한학기동안 논어수업들은 소감 1장. 수업방식은 한시간 수업, 한시간 조별 토론. 발표 있는데 6명이서 20분정도 현대사회에 논어를 적용할 수 있는 문제 뭐 이런 주제로 합니다. 인상깊었던 건 조별 토론때 한 조에서 논어는 현대사회에 효용이 없다고 교수님께 대놓고 말했는데 기분나쁜 내색 전혀없이 찬찬히 다시 생각해볼 거리들을 말씀해주셨습니다...! 논술형 강하신 분들 추천합니다",유은주
일단 교수님이 너무 좋으세요 수업은 한시간 강의고 한시간 조별토론인데 여러 사회문제에 대해 논어적 관점으로 토론하는건데 하나도 빡센거 없고 조원들끼리 친해질 수 있어서 좋았어요 강의 내용자체도 뭘 외운다거나 하는게 아니어서 정말 편하게 들었습니다 또 시험도 주제를 주고 그냥 본인 생각을 쓰는거여서 시험공부를 거의 안해도 평소에 생각한것을 논리적으로 풀어내시기만 하면 됩니다 조별 발표도 한번 있는데 그렇게 빡세지 않구요 평소에 썰푸는 시험 좋아하시는 분들 노력대비 학점을 원하시는 분들께 추천합니다! 쁠도 다 채워주시는거 같아요!,유은주
교수님이 사람자체는 좋은 듯 하나 수업시간에 근거 없는 발언,이명심
amp,이명심
"정치적 발언이 과다해서 수업을 듣는 게 괴로웠다. 특히 이번 학기는 선거철이라 그런지 거의 매 수업마다 정치적 발언을 일삼았는데, 이를테면 사드배치에 대한 생각을 물어본다거나 엊그제 본 뉴스에서 정치인 누구가 어떤 공약을 내세웠다고 평가하는 식으로 몰아가다가 갑자기 자기도 잘 모르겠다고 한다던가. 제일 노골적이었던 건 한국인이 틀리다와 다르다를 자주 혼동해서 사용하는데 이게 다름을 받아들이기 힘들어하는 한국인의 정서와 연관이 돼있기 때문이라고 주장하다가 뜬금 없이 정치인 누구도 다르다와 틀리다를 자주 틀려쓰죠? 라고 말한 것. 듣고 있는게 힘들었지만 이를 제외하면 과제도 발표도 무난무난한 수업.",이명심
논어를 들어야만 하는 성대 현실이 너무 싫지만 그래도 들어야만 하니.. 과제 부담도 시험 부담도 적은 편이라 괜찮았음. 다만 A,이명심
받긴 했는데 매주 너무 싫어서 강의실 박치고 나가고 싶은 걸 참고 앉아있기가 고통스러웠음 중고등학교 도덕 선생님 같은 인상의 분인데 많이 어리버리하셔서 수업 진행이나 시험을 보는 과정에서 해프닝도 종종 있었고 유교를 학문적으로 분석한다기 보다는 유교에 따른 도덕적 가르침을 설파하는 느낌인데 이게 정서적으로나 사상적으로 듣는 본인이랑 충돌하면 좀 답답하고 괴로울 수 있지만 졸업은 해야되니까...  후회할만한 선택은 아녔음,이명심
난 C받았는데 이 교수님 꽤 괜찮으시다. 솔직히 시험은 다 던져서 어떤지 잘 모르겠는데 과제는 한학기에 한번 하루나 이틀만 투자하면 끝낼수 있는 것들이다. 그리고 과제한걸 가지고 한학기에 한번 개인발표한다. 수업도중에 핸드폰을 만지거나 대놓고 자면 점수를 깎으셔서 첫인상은 좀 별로였는데 교수님 성격때문에 갈수록 좋아진다.,이명심
팀플은 전혀 없으니까 팀플하기 싫은사람들은 이 교수님 수강신청하면 된다,이명심
"과제는 굉장히 적은 편이고, 시험 문제 어디서 나오는지 시험 직전 수업시간에 알려주시며, 한자 부담이 매우 적습니다. 답안을 길",이명심
게 써야 좋은 점수를 받을 수 있는 모양이니 주의. 수업시간에 핸드폰 사용은 감점입니다. 수업과 별개로 교수님이 학생 이름 하나하나 외우실 정도로 착하셔요.,이명심
교수님이 처음에는 자기는 쁠 잘 안 달아주신다고 하셨는데 열심히 하면 쁠 달아주시는것같아요 중간 25  기말 25  과제발표 20 인성에세이 5 태도 5  출석 20 이었나?? 정확히는 기억 안나는데 이거 비슷했던거같고 출석은 지각 안 하고 출석만 하시면 되고 과제랑 인성에세이는 내기만 하면 대부분 만점이고 중간기말고사에서 점수가 나뉘는 거라고 말씀해주셨습니다,이명심
중간기말은 교수님이 시험 일주일전에 1.5배수에서 2배수 정도로 어떤거 나오는지 찍어주십니다 15문제 서술형이구요 답안을 많이 길게 쓸수록 좋다고 하셨습니다,이명심
수업은 두시간 중에 한시간은 교수님 수업 한시간은 학생들이 과제 제출한 거 발표인데 그건 부담 가지지 말고 그냥 읽거나 말하듯이 해도 된다고 하셨습니다 그리고 핸드폰 하는거 싫어하시고 점수도 감점하니 수업시간에 핸드폰 하지 않도록 주의하는게 좋을 것 같습니다,이명심
"다른 논어에 비해 부담이 굉장히 적다. 개인발표 하나에 인성에세이 제출이 전부다. 한자도 따로 안외워도 되고, 시험 직전에 어디서 나올지 집어주신다. 부담 없이 학기중에 논어 들을거면 이 교수님 추천.  단 출첵 비중이 크고,  수업중 휴대폰 사용금지",이명심
핸드폰 하는 걸 매우 싫어하신다. 핸드폰은 수업시간에 절대 하지 않는 것이 좋다. 사실 교수님이 깐깐해보여서 잘 못 신청했다고 후회 했는데 진짜 착하시고 학생들 칭찬 많이 해주신다. ,이명심
과제는 개별 레포트랑 발표인데 발표는 별로 크게 신경 안쓰시는 듯 싶다. 시험 문제도 2배수로 찝어주셔서 그 부분 외우면 된다. 답안지는 길게 쓸 수록 좋아하신다.,이명심
좋으신 교수님.  힐링과목이었다.  적당히 수업만 잘들으면 A정도 받는듯,이명심
교수님이 진짜 천사.   출결비율 높고  교수님이 정말 잘 챙겨주신다. 발표할 때도 항상 웃어주시고.... 발표는 팀으로 하려고 하다가 학생중 한명이 투표하자고 하여 투표결과 개인으로 정해졌음.  시험 나올거 디 찝어주시고 다 알려쥬심. 천사 교수님,이명심
수강철회가 7명정도 됐습니다. 첫수업의 교수님 이미지가 호감적이진 않았던것은 사실이나 생각보다 좋으신 교수님입니다.,이명심
학점을 완전 잘주시는것 같지는 않으나 퍼센트는 어느정도 채워주시는것 같습니다.,이명심
"과제부담이 별로없고 한자, 시험 부담 역시 별로없으나 출결이 아주 중요한것으로 보입니다.",이명심
의지만 있다면 좋은 성적얻어가기 아주 수월합니다. 수업 굳이 열심히 안들어도 시험 문제 나올곳을 찝어주셔서 괜찮지만 수업들으면 아무래도 기억에 좀 더 남는것같습니다,이명심
무난한 논어 찾으시면 들으시면 좋을것같습니다,이명심
교수님께서 나올 부분을 일주일 전에 알려주셔서 정리하고 하루이틀전에 열심히 외우면 됩니다. 답안이 길수록 좋다고 하시니까 교수님께서 찝어주신 부분 변두리 사례까지 익혀두시면 어렵지 않게 좋은 성적 받으실 수 있어요. 팀플 없고 한자도 외울 필요 없고 과제도 전혀 부담 없습니다. 교수님이 나긋나긋하게 말씀하셔서 졸릴 수 있으나 친절하시고 학생들을 최대한으로 배려해주세요. 논어 들으실거면 이 교수님 추천합니다.,이명심
교수님 굉장히 착하심... 무난한 수업이라 생각됨. 시험 어디서 나오는지 다 알려주심,이명심
교수님 친절하시고 시험전에 어디서 문제 출제될지 말씀해주십니다.,이명심
출결비율 높음,이명심
이 정보를 확인하기 위해 포인트를 사용하시겠습니까. 포인트를 사용하시겠습니까. 이 시험 정보를 확인하기 위해 포인트가 차감됩니다. 사용하시겠습니까. 이 정보를 확인하기 위해 포인트를 사용하시겠습니까. 포인,이명심
이 정보를 확인하기 위해 포인트를 사용하시겠습니까. 포인트를 사용하,이명심
"거의 글쓰기 연습하는 수업입니다. 창글,학글 같다는 느낌이 다소 들긴 합니다.  논어를 심오하게 다루진 않습니다. 교수님께서 앞쪽에 앉는 분들 및 몇몇 학우분들의 이름과 얼굴을 외우시고 수업시간에 그분들께 자주 질문합니다. 이게 물론 학점에도 영향이 있긴 한 것 같습니다.",박종용
한문이 별로 없는 수업이다보니 한문이 자신이 없으신 분께  추천드립다. 시험은 글 쓰는 수업이었는데 교수님께서 강조하신부분만 잘 적어내시면 무난하게 학점 나오고요. 교수님은 정말 좋으신 분입니다.,박종용
글잘쓰면 A,박종용
받기 좋은 수업,박종용
맨뒤에 앉으면 출석할때 약간의 감점이있고,박종용
맨앞에 앉으면 반대로 약간의 가산점이 있는거같습니다,박종용
매일 맨앞자리 앉았었고 글은 잘 못썼다고 생각했는데 A,박종용
 받았습니다,박종용
"자신이 한문에  자신이 없다, 혹은 자신의 글빨이 끝내 준다고 생각하시면 듣는걸 강추 합니다.  그냥 글쓰기 수업임",박종용
당신은 프로논술러인가?,박종용
당신은 다양한 잡지식이 많은가?,박종용
당신은 순간암기력이 뛰어난가?,박종용
당신은 조금 쉬어가는 과목이 필요한가?,박종용
그렇다면 답은  이 ,박종용
성균논어,박종용
다.,박종용
한 학기 통틀어 기말고사 시험준비를 한 시간은 ,박종용
1시간,박종용
물론 기말고사를 제외한 과제용 글을 쓰는데는 ,박종용
3일,박종용
거기에 그럴듯한 책을 인용해야하는데 교수님은 학생들이 인용할 책의 90,박종용
는 이미 읽어보신 것이 ,박종용
Real Fact,박종용
밑장 뺄 생각은 하지 마라. 밑장 빼다간 학점모가지 날아간다!,박종용
자신의 발표할 날 하루를 제외하고는 한학기 내내 60명의 발표를 들으면서 ,박종용
으흠으흠 그렇구만,박종용
 하다가 정신을 차리면 어느 순간 내 앞에 놓여진 ,박종용
기말고사 시험지,박종용
그리고... 내 성적표에 적혀있는 ,박종용
A,박종용
에이쁠이 나왔지만 시간을 되돌린다고 해도  절대 듣고싶지 않은 수업입니다.,박종용
교수님이 좋으신 분인건 알겠으나 강의력이 정말로 0입니다.,박종용
글 잘 쓰시면 들을만한 수업인 것 같습니다,박종용
교수님 강의는 그냥 거의 교수님 의식의 흐름기법 급이고요,박종용
시험 대비는 그렇게 시간 많이 안 뺏어서 좋은 것 같아요,박종용
학점은 잘 나왔지만 돈 아까운 수업...,박종용
글 좀 쓴다 하시는 분들은 들으시면 학점 괜찮게 나올 겁니다,박종용
다른 논어도 그런지 모르겠다만 수업 질이 너무 별로라서 추천은 하고 싶지 않네요,박종용
답지에 문재인 대통령이랑 촛불시위 내용 써서냈는데,박종용
밑에 강평에 ㅂㄱㅎ지지자라고 해서 쫄았는데,박종용
